epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
21,0.9937000870704651,0.5569698810577393,0.7489328980445862,0.7238865494728088,0.25511276721954346,0.017195917665958405,1.6000001e-06,0.7793506383895874,0.994353175163269,0.9923985004425049,0.9980931878089905,0.9921207427978516,0.5419233441352844,0.6895013451576233,0.7105018496513367,0.23636403679847717,0.024819668382406235,0.7800787687301636,0.9928314685821533,0.9909165501594543,0.9975880980491638
22,0.9937024116516113,0.5574691891670227,0.7496517300605774,0.7218002080917358,0.25463607907295227,0.017182037234306335,1e-06,0.7801345586776733,0.9943362474441528,0.9924182891845703,0.9980878233909607,0.9921231865882874,0.5419332385063171,0.6892872452735901,0.7108501195907593,0.2365729957818985,0.024825971573591232,0.7801237106323242,0.9928367733955383,0.9909177422523499,0.9975897073745728
23,0.9937081336975098,0.5573648810386658,0.7487877011299133,0.7235941886901855,0.25517818331718445,0.01716545969247818,1e-06,0.7801538705825806,0.994357705116272,0.9924101829528809,0.998094916343689,0.99212247133255,0.5420493483543396,0.6892136931419373,0.7106925249099731,0.23645053803920746,0.024838343262672424,0.7804150581359863,0.992832601070404,0.9909218549728394,0.9975882768630981
24,0.9937105178833008,0.557870626449585,0.7495635747909546,0.721709132194519,0.25428128242492676,0.017154168337583542,1e-06,0.7809435129165649,0.9943382143974304,0.9924348592758179,0.998088538646698,0.9921276569366455,0.5420858860015869,0.6893211007118225,0.7114924192428589,0.2368517369031906,0.02481221780180931,0.7803026437759399,0.992842972278595,0.9909213185310364,0.9975918531417847
25,0.9937109351158142,0.5576218962669373,0.7495570182800293,0.7229709029197693,0.25513169169425964,0.01715250499546528,1e-06,0.7802400588989258,0.9943498969078064,0.9924226403236389,0.9980928301811218,0.9921255111694336,0.5421198606491089,0.6883636713027954,0.7107334136962891,0.23659811913967133,0.024904148653149605,0.7810254693031311,0.9928348064422607,0.9909271001815796,0.9975888729095459
26,0.9937138557434082,0.5577545762062073,0.7498629093170166,0.7230785489082336,0.25559911131858826,0.017148490995168686,1e-06,0.7800343036651611,0.9943498969078064,0.9924259781837463,0.9980927109718323,0.992130696773529,0.5420762896537781,0.6882311105728149,0.711828351020813,0.23700718581676483,0.02485804818570614,0.7809015512466431,0.9928503632545471,0.9909252524375916,0.997593879699707
27,0.993716299533844,0.5579589009284973,0.7492215037345886,0.7234450578689575,0.25526607036590576,0.017144225537776947,1e-06,0.7810400724411011,0.9943573474884033,0.9924293756484985,0.998094916343689,0.9921231865882874,0.54237961769104,0.6882339715957642,0.7103440165519714,0.23638632893562317,0.024947969242930412,0.7816753387451172,0.9928234815597534,0.9909343123435974,0.9975852370262146
28,0.9937211871147156,0.558079719543457,0.7493582367897034,0.7238363027572632,0.25549590587615967,0.017130982130765915,1e-06,0.7810830473899841,0.9943633079528809,0.9924337863922119,0.99809730052948,0.9921391010284424,0.5424668192863464,0.6904352903366089,0.7128118276596069,0.2376987785100937,0.02474612183868885,0.7800824642181396,0.9928540587425232,0.9909241199493408,0.9975955486297607
29,0.9937201142311096,0.5579175353050232,0.750129222869873,0.7238457202911377,0.25619426369667053,0.01712801307439804,1e-06,0.780437707901001,0.994365394115448,0.9924280643463135,0.9980981945991516,0.992134690284729,0.5425634980201721,0.6895334720611572,0.7119587659835815,0.2373509705066681,0.024828042834997177,0.781053900718689,0.9928451180458069,0.990932285785675,0.9975923299789429
30,0.9937244057655334,0.5583503842353821,0.7505667805671692,0.7231725454330444,0.25613418221473694,0.017101194709539413,1e-06,0.7808449864387512,0.9943588972091675,0.9924408197402954,0.9980957508087158,0.992128849029541,0.5427071452140808,0.689024031162262,0.7107101082801819,0.23681706190109253,0.024912307038903236,0.781762421131134,0.9928259253501892,0.9909406900405884,0.9975859522819519
31,0.993725597858429,0.5587270259857178,0.7503613233566284,0.7229689955711365,0.2554326355457306,0.017108362168073654,1e-06,0.7817641496658325,0.9943511486053467,0.9924526214599609,0.9980930089950562,0.9921371936798096,0.5426129102706909,0.688884437084198,0.7121021151542664,0.2375170737504959,0.024863526225090027,0.7814745903015137,0.9928476810455322,0.9909365773200989,0.9975932240486145
32,0.9937328100204468,0.5585177540779114,0.7503724694252014,0.7242148518562317,0.2563587725162506,0.017098231241106987,1e-06,0.781326174736023,0.9943766593933105,0.9924446940422058,0.9981005787849426,0.992141604423523,0.5427244901657104,0.689535915851593,0.7127205729484558,0.2379809021949768,0.02481788396835327,0.7811394333839417,0.9928541779518127,0.990935742855072,0.9975951313972473
33,0.993736743927002,0.5585601329803467,0.7513959407806396,0.7245702147483826,0.2566341161727905,0.017089737579226494,1e-06,0.7804989218711853,0.9943752288818359,0.9924480319023132,0.9981011152267456,0.9921382665634155,0.5428096055984497,0.6885249018669128,0.7119020819664001,0.23768073320388794,0.02490483596920967,0.7822571396827698,0.9928446412086487,0.990942120552063,0.9975920915603638
34,0.9937323927879333,0.5588984489440918,0.7509258985519409,0.7233762145042419,0.25626152753829956,0.017082031816244125,1e-06,0.7816574573516846,0.9943607449531555,0.9924556612968445,0.9980964660644531,0.9921424984931946,0.5429226160049438,0.6889269351959229,0.712595522403717,0.2380175143480301,0.024865152314305305,0.7820323705673218,0.9928508996963501,0.990942120552063,0.9975944757461548
35,0.9937361478805542,0.5590459704399109,0.750898003578186,0.7241523265838623,0.2563803195953369,0.017076345160603523,1e-06,0.781975507736206,0.9943657517433167,0.9924604892730713,0.9980974793434143,0.9921382665634155,0.543243408203125,0.6898255944252014,0.7116571068763733,0.23748011887073517,0.024876294657588005,0.7821813821792603,0.9928310513496399,0.990951657295227,0.9975878000259399
36,0.993741512298584,0.5591100454330444,0.7511656880378723,0.724648118019104,0.25683411955833435,0.017063939943909645,1e-06,0.7818830609321594,0.9943774938583374,0.9924607276916504,0.9981021881103516,0.9921441078186035,0.5432096123695374,0.6895617842674255,0.7126055955886841,0.23825563490390778,0.024852454662322998,0.7821780443191528,0.9928464889526367,0.9909480810165405,0.997593104839325
37,0.9937427043914795,0.5592294931411743,0.7507642507553101,0.7245637774467468,0.25712430477142334,0.01705499179661274,1e-06,0.7822364568710327,0.9943771362304688,0.9924624562263489,0.9981022477149963,0.9921501278877258,0.5433295965194702,0.6904589533805847,0.7134941220283508,0.23865625262260437,0.02477736957371235,0.7817185521125793,0.9928560853004456,0.9909481406211853,0.9975963830947876
38,0.9937449097633362,0.559344470500946,0.7512422800064087,0.7250401377677917,0.2572292983531952,0.017049532383680344,1e-06,0.7822113037109375,0.9943795204162598,0.9924652576446533,0.9981025457382202,0.9921491146087646,0.5435047745704651,0.6903846263885498,0.7131145596504211,0.23849789798259735,0.024816041812300682,0.782153844833374,0.9928483366966248,0.9909532070159912,0.997593879699707
39,0.99374920129776,0.5594056844711304,0.7521429657936096,0.7247717976570129,0.25718098878860474,0.0170389786362648,1e-06,0.7816866636276245,0.9943779706954956,0.9924702644348145,0.9981024861335754,0.9921478033065796,0.5435947179794312,0.6900435090065002,0.712563157081604,0.2382347732782364,0.024852557107806206,0.7826534509658813,0.9928410649299622,0.9909589290618896,0.9975911378860474
40,0.9937533140182495,0.559359073638916,0.7516199350357056,0.725616991519928,0.25772014260292053,0.017026107758283615,1e-06,0.7818567752838135,0.9943907856941223,0.9924677014350891,0.9981062412261963,0.9921498894691467,0.5436168313026428,0.6895569562911987,0.7127740383148193,0.23853740096092224,0.024863319471478462,0.7830865383148193,0.9928470849990845,0.9909600019454956,0.9975930452346802
41,0.9937520623207092,0.5598449110984802,0.751532793045044,0.7245337963104248,0.2575279474258423,0.01701783761382103,1e-06,0.7832862138748169,0.9943831562995911,0.992480456829071,0.9981038570404053,0.9921526908874512,0.5438051223754883,0.6902865171432495,0.7129900455474854,0.23872581124305725,0.024837171658873558,0.7829722166061401,0.9928452968597412,0.9909623265266418,0.997593104839325
42,0.993754506111145,0.5598276853561401,0.7524147033691406,0.725220263004303,0.2579543888568878,0.01701141893863678,1e-06,0.7823892831802368,0.9943851232528687,0.9924781918525696,0.9981045722961426,0.9921563267707825,0.5438381433486938,0.6899779438972473,0.7134351134300232,0.23895449936389923,0.024836227297782898,0.7832090854644775,0.9928537607192993,0.9909638166427612,0.997595489025116
43,0.9937617182731628,0.5597841143608093,0.751482367515564,0.7264304161071777,0.2584497332572937,0.017001738771796227,1e-06,0.7828333377838135,0.9944065809249878,0.9924747347831726,0.9981116652488708,0.9921532273292542,0.5441179871559143,0.6909371018409729,0.7124769687652588,0.2387543022632599,0.024848202243447304,0.7831645011901855,0.9928367733955383,0.9909701943397522,0.997589647769928
44,0.993764340877533,0.5601429343223572,0.7515155076980591,0.7257322072982788,0.25821006298065186,0.016985787078738213,1e-06,0.7836210131645203,0.9943994283676147,0.9924910068511963,0.9981090426445007,0.9921538829803467,0.5442447662353516,0.6912930011749268,0.7124558687210083,0.23900310695171356,0.024818802252411842,0.7831614017486572,0.9928343296051025,0.9909718632698059,0.9975891709327698
45,0.9937595725059509,0.5605608224868774,0.753315806388855,0.7241661548614502,0.25761958956718445,0.01698225364089012,1e-06,0.7830415964126587,0.9943693280220032,0.992501974105835,0.9981001019477844,0.9921629428863525,0.5443300604820251,0.6925012469291687,0.7139995694160461,0.2398124784231186,0.024716375395655632,0.7823091745376587,0.9928522706031799,0.9909675121307373,0.9975952506065369
46,0.993771493434906,0.5601047277450562,0.752774715423584,0.7273162007331848,0.25930559635162354,0.016962386667728424,1e-06,0.7823597192764282,0.9944126605987549,0.9924847483634949,0.9981145262718201,0.9921587109565735,0.5444046258926392,0.6912198662757874,0.7127958536148071,0.23935239017009735,0.02483496069908142,0.783530056476593,0.9928406476974487,0.9909754395484924,0.9975908994674683
47,0.9937724471092224,0.5606293678283691,0.7530182600021362,0.7251583337783813,0.25825411081314087,0.01696556992828846,1e-06,0.7836729884147644,0.9943905472755432,0.9925058484077454,0.9981063008308411,0.9921630620956421,0.5444532632827759,0.6915223598480225,0.7133378982543945,0.23966264724731445,0.024796344339847565,0.7833731770515442,0.992847204208374,0.9909759163856506,0.997593104839325
48,0.9937711954116821,0.5608266592025757,0.7530635595321655,0.7250406742095947,0.2584449350833893,0.016945455223321915,1e-06,0.7839576005935669,0.9943898916244507,0.9925075769424438,0.9981071352958679,0.9921694397926331,0.5444198250770569,0.6913604140281677,0.7145240902900696,0.24034805595874786,0.024756280705332756,0.7832139730453491,0.9928660988807678,0.9909729361534119,0.9975994229316711
49,0.9937750101089478,0.5606511831283569,0.7532969117164612,0.7258298397064209,0.25913047790527344,0.016955194994807243,1e-06,0.7832552194595337,0.994403064250946,0.992501437664032,0.998110830783844,0.9921706318855286,0.5445171594619751,0.6917215585708618,0.7143701314926147,0.24043196439743042,0.02474404126405716,0.7831782698631287,0.9928625226020813,0.9909753203392029,0.9975983500480652
50,0.9937810301780701,0.5606831908226013,0.7529820203781128,0.7272278666496277,0.25998222827911377,0.016933318227529526,1e-06,0.7834343910217285,0.9944232702255249,0.9924987554550171,0.9981176853179932,0.9921667575836182,0.5447372794151306,0.6915123462677002,0.7132261991500854,0.24003414809703827,0.024814732372760773,0.7839488983154297,0.992846667766571,0.9909836053848267,0.9975928068161011
51,0.9937809705734253,0.5609710216522217,0.7530098557472229,0.7270169854164124,0.2596128582954407,0.016922324895858765,1e-06,0.7842455506324768,0.994415819644928,0.9925069212913513,0.9981149435043335,0.9921708703041077,0.5449957251548767,0.6931349635124207,0.7138509750366211,0.24050797522068024,0.02472868375480175,0.7832339406013489,0.9928486943244934,0.9909839630126953,0.9975941181182861
52,0.9937826991081238,0.5610781311988831,0.7541354298591614,0.7261033058166504,0.2597467303276062,0.01691650040447712,1e-06,0.7833538055419922,0.9944059252738953,0.9925124645233154,0.9981119632720947,0.9921740889549255,0.5449814200401306,0.6922298669815063,0.7144501209259033,0.24070577323436737,0.02472710981965065,0.7838199138641357,0.9928587079048157,0.9909858703613281,0.9975972771644592
53,0.9937899708747864,0.561293363571167,0.7541845440864563,0.727098822593689,0.26027366518974304,0.01689651422202587,1e-06,0.7837860584259033,0.9944174885749817,0.9925159215927124,0.9981158375740051,0.9921734929084778,0.5450655817985535,0.6916892528533936,0.7138115763664246,0.24059630930423737,0.024794425815343857,0.7844570875167847,0.9928523302078247,0.9909898042678833,0.9975951313972473
54,0.9937807321548462,0.5612871646881104,0.7537277340888977,0.7261085510253906,0.2600386440753937,0.01690848171710968,1e-06,0.7841477394104004,0.994404137134552,0.9925144910812378,0.9981111884117126,0.9921703934669495,0.5451043844223022,0.6909878849983215,0.7132164835929871,0.240438312292099,0.02485387958586216,0.7851016521453857,0.992847740650177,0.9909941554069519,0.997593343257904
55,0.9937897324562073,0.5613629817962646,0.7542726993560791,0.7266254425048828,0.2604723274707794,0.016894130036234856,1e-06,0.7838962078094482,0.9944185614585876,0.9925179481506348,0.9981160163879395,0.9921724200248718,0.545292317867279,0.6916168928146362,0.7131958603858948,0.24066226184368134,0.024850407615303993,0.7849447727203369,0.9928458333015442,0.9909965395927429,0.9975929260253906
56,0.9937953948974609,0.5618187189102173,0.7542944550514221,0.7266976237297058,0.26038601994514465,0.016869358718395233,1e-06,0.7846930027008057,0.9944168329238892,0.992530882358551,0.998116135597229,0.9921799898147583,0.5452171564102173,0.6912111043930054,0.7142893671989441,0.24119047820568085,0.024822048842906952,0.7849607467651367,0.9928638339042664,0.9909959435462952,0.9975987672805786
57,0.993797242641449,0.5615907907485962,0.7541310787200928,0.7270850539207458,0.2607698142528534,0.016877876594662666,1e-06,0.7843003273010254,0.9944267868995667,0.9925277233123779,0.9981183409690857,0.9921837449073792,0.5453751683235168,0.6917829513549805,0.7146406173706055,0.24140773713588715,0.024783369153738022,0.784909725189209,0.9928660988807678,0.9909979701042175,0.9975996017456055
58,0.9937936663627625,0.5619422793388367,0.7547193169593811,0.7263098955154419,0.2606080174446106,0.016865430399775505,1e-06,0.7846269011497498,0.994411289691925,0.9925351738929749,0.9981136322021484,0.9921852946281433,0.5454293489456177,0.6914531588554382,0.7147700190544128,0.24156907200813293,0.02479681372642517,0.7852646112442017,0.992870032787323,0.9909999370574951,0.9976008534431458
59,0.9938091039657593,0.5618276000022888,0.7550489902496338,0.7279371023178101,0.26158103346824646,0.016839971765875816,1e-06,0.7841372489929199,0.9944438338279724,0.992531418800354,0.9981238842010498,0.9921817183494568,0.54556804895401,0.6907902359962463,0.7140102386474609,0.24131076037883759,0.02486960031092167,0.7860788106918335,0.9928608536720276,0.9910058975219727,0.9975977540016174
60,0.9938035011291504,0.5623090267181396,0.7546406388282776,0.7265210151672363,0.2609002888202667,0.016838565468788147,1e-06,0.785420298576355,0.9944202303886414,0.9925452470779419,0.998116135597229,0.9921874403953552,0.5456998348236084,0.6918639540672302,0.7146640419960022,0.24177946150302887,0.024791019037365913,0.7855544090270996,0.9928678870201111,0.9910061955451965,0.9976001381874084
61,0.9938125014305115,0.5619261264801025,0.7540585398674011,0.7289559245109558,0.2619337737560272,0.016825027763843536,1e-06,0.7851828932762146,0.9944552779197693,0.9925304651260376,0.998128354549408,0.9921865463256836,0.5460581183433533,0.6933509111404419,0.7142536044120789,0.24179908633232117,0.024749670177698135,0.7853212356567383,0.9928547143936157,0.9910095930099487,0.997596025466919
62,0.9938094615936279,0.5623795390129089,0.7554094195365906,0.7275780439376831,0.2617884576320648,0.016828026622533798,1e-06,0.7850792407989502,0.9944316148757935,0.9925442337989807,0.9981205463409424,0.9921902418136597,0.54610675573349,0.6934306621551514,0.7145947813987732,0.24213600158691406,0.02473411336541176,0.785298228263855,0.9928604364395142,0.9910107254981995,0.997597873210907
63,0.9938074350357056,0.5626058578491211,0.7556561827659607,0.726610004901886,0.2612404525279999,0.01682130992412567,1e-06,0.7852658033370972,0.9944230914115906,0.9925500750541687,0.9981181621551514,0.992196798324585,0.5459992289543152,0.6932317614555359,0.7158515453338623,0.24275542795658112,0.02468782104551792,0.7849770784378052,0.9928786754608154,0.9910058379173279,0.997604250907898
64,0.9938172698020935,0.5624223947525024,0.7553136944770813,0.72895348072052,0.2625761032104492,0.01680793985724449,1e-06,0.7849255800247192,0.9944508075714111,0.9925408363342285,0.9981266856193542,0.9921902418136597,0.5463033318519592,0.6929417848587036,0.7140774130821228,0.24215635657310486,0.02479643188416958,0.7860451936721802,0.9928563237190247,0.9910187125205994,0.9975960850715637
65,0.9938166737556458,0.5628401041030884,0.7553337216377258,0.7276842594146729,0.26202476024627686,0.01679474115371704,1e-06,0.785995602607727,0.9944419860839844,0.992556631565094,0.9981243014335632,0.9921953678131104,0.5464174151420593,0.6941534280776978,0.7151434421539307,0.2426908314228058,0.024697115644812584,0.785211443901062,0.9928649067878723,0.9910172820091248,0.9975996017456055
66,0.9938151240348816,0.5628097057342529,0.7561904788017273,0.7272183299064636,0.26209497451782227,0.016797877848148346,1e-06,0.7850655317306519,0.9944310188293457,0.9925587177276611,0.9981203675270081,0.9922013282775879,0.5462442636489868,0.6928742527961731,0.7159926891326904,0.24322845041751862,0.02469785325229168,0.7856994867324829,0.9928844571113586,0.9910134077072144,0.9976057410240173
67,0.9938231706619263,0.5627685785293579,0.7558588981628418,0.7280578017234802,0.2628570795059204,0.01678924635052681,1e-06,0.7854859828948975,0.9944511651992798,0.9925565123558044,0.9981264472007751,0.9922016859054565,0.5464356541633606,0.6933000683784485,0.7157947421073914,0.24318258464336395,0.024704650044441223,0.7858178615570068,0.9928781986236572,0.991017758846283,0.9976036548614502
68,0.9938271641731262,0.562981367111206,0.7549231052398682,0.7296055555343628,0.26305636763572693,0.016761694103479385,1e-06,0.7864519357681274,0.9944676160812378,0.992557168006897,0.9981324076652527,0.9921978116035461,0.5467826128005981,0.6940052509307861,0.7146791815757751,0.24288444221019745,0.02474425733089447,0.7861976623535156,0.9928609728813171,0.9910268187522888,0.9975981116294861
69,0.9938192367553711,0.563247799873352,0.7562443017959595,0.7276696562767029,0.2627902925014496,0.016771258786320686,1e-06,0.7860422134399414,0.9944393634796143,0.9925616979598999,0.9981234073638916,0.9922033548355103,0.5468115210533142,0.6945273876190186,0.7155807614326477,0.24331524968147278,0.024679288268089294,0.7857564687728882,0.9928717017173767,0.9910244345664978,0.9976019263267517
70,0.9938342571258545,0.5633175373077393,0.756716251373291,0.7287328839302063,0.26336681842803955,0.016751470044255257,1e-06,0.7858962416648865,0.9944570064544678,0.9925689101219177,0.9981289505958557,0.9922111630439758,0.5467799305915833,0.6949916481971741,0.7168915867805481,0.24417425692081451,0.02460036426782608,0.7851740121841431,0.9928891062736511,0.9910196661949158,0.9976076483726501
71,0.9938339591026306,0.5636133551597595,0.7572606801986694,0.7283185720443726,0.26324909925460815,0.016738755628466606,1e-06,0.7860112190246582,0.9944477081298828,0.9925776124000549,0.9981259107589722,0.9922083616256714,0.546886146068573,0.6940566897392273,0.7158269882202148,0.24385881423950195,0.02469954639673233,0.7862234711647034,0.9928794503211975,0.9910272359848022,0.9976044297218323
72,0.993833601474762,0.5635253190994263,0.7569639682769775,0.7285147309303284,0.2635921835899353,0.016737408936023712,1e-06,0.7860167622566223,0.9944548606872559,0.9925734996795654,0.9981286525726318,0.9922059774398804,0.5468229055404663,0.692779541015625,0.7155718207359314,0.24371503293514252,0.024774892255663872,0.78687584400177,0.9928790926933289,0.9910305738449097,0.9976039528846741
