epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,mean_io_u
0,0.9310879707336426,0.344288170337677,0.40436550974845886,0.10111334919929504,0.05417056381702423,0.21636930108070374,0.375
1,0.9589300155639648,0.38873404264450073,0.513448178768158,0.2403021603822708,0.13202381134033203,0.13230454921722412,0.375
2,0.9372429847717285,0.3704332411289215,0.4501512348651886,0.20139871537685394,0.09852574020624161,0.20524759590625763,0.375
3,0.9491522312164307,0.38662469387054443,0.5056030750274658,0.23279991745948792,0.11244204640388489,0.16789042949676514,0.375
4,0.9574530720710754,0.3822179138660431,0.4694287180900574,0.2595074772834778,0.1358807533979416,0.14005105197429657,0.375
5,0.9611592292785645,0.3916759788990021,0.48928752541542053,0.2811514735221863,0.16300013661384583,0.12579841911792755,0.375
6,0.9651126861572266,0.39902791380882263,0.5158824920654297,0.29038339853286743,0.17462874948978424,0.11349547654390335,0.3750370442867279
7,0.9638399481773376,0.39955905079841614,0.5022180676460266,0.30330413579940796,0.1695425659418106,0.11600196361541748,0.3750324249267578
8,0.9664925336837769,0.4029170870780945,0.5196797847747803,0.3030977249145508,0.18255795538425446,0.10795149207115173,0.3750288188457489
9,0.9686175584793091,0.3946731686592102,0.5054696202278137,0.2752533555030823,0.19237127900123596,0.1016157865524292,0.3750259578227997
10,0.970306396484375,0.39717769622802734,0.5173183083534241,0.2783854007720947,0.19302397966384888,0.09734570980072021,0.37502357363700867
11,0.970341682434082,0.3935795724391937,0.5135934948921204,0.2746909558773041,0.1823642998933792,0.0979536771774292,0.3750216066837311
12,0.9684229493141174,0.3931193947792053,0.5099796652793884,0.262999564409256,0.18565090000629425,0.10353562235832214,0.37501993775367737
13,0.9693308472633362,0.39630699157714844,0.5185297131538391,0.2700454294681549,0.18992343544960022,0.10088890790939331,0.37502360343933105
14,0.9696012139320374,0.3865607976913452,0.4856380522251129,0.2529664635658264,0.17726187407970428,0.10127046704292297,0.3750220239162445
15,0.9673410654067993,0.38888275623321533,0.4744437336921692,0.261774480342865,0.18763947486877441,0.10298789292573929,0.37502068281173706
16,0.9666666984558105,0.3898612856864929,0.46339529752731323,0.26615625619888306,0.19620129466056824,0.10281410068273544,0.3750194311141968
17,0.9671194553375244,0.3901520073413849,0.4673399329185486,0.2664257287979126,0.190363347530365,0.10386152565479279,0.3750183582305908
18,0.9675294756889343,0.39002203941345215,0.4705531597137451,0.27045226097106934,0.1835063397884369,0.10226451605558395,0.37501734495162964
19,0.9678229093551636,0.3913293182849884,0.4763174057006836,0.2737331986427307,0.18289119005203247,0.10248466581106186,0.3750164806842804
20,0.969048261642456,0.39286839962005615,0.4859800934791565,0.27679383754730225,0.18313629925251007,0.09894416481256485,0.3750265836715698
21,0.9701236486434937,0.39108192920684814,0.4923097491264343,0.2742305099964142,0.1748257726430893,0.09601154178380966,0.37502536177635193
22,0.9705725908279419,0.389941543340683,0.4869343340396881,0.27935200929641724,0.17714150249958038,0.0941285490989685,0.3750242590904236
23,0.9711735248565674,0.3911460340023041,0.4916858971118927,0.283033162355423,0.18119198083877563,0.0923287570476532,0.3750232458114624
24,0.9710336327552795,0.39205724000930786,0.4933698773384094,0.285319060087204,0.18107646703720093,0.09334257990121841,0.3750223219394684
25,0.9688190817832947,0.39062345027923584,0.49152693152427673,0.27851036190986633,0.17516301572322845,0.10420113056898117,0.37502145767211914
26,0.9685134887695312,0.392004132270813,0.494598388671875,0.2786884605884552,0.17806856334209442,0.10519545525312424,0.3750206530094147
27,0.9688289761543274,0.391324907541275,0.4966672360897064,0.2746262550354004,0.17170897126197815,0.10565661638975143,0.375019907951355
28,0.9690114855766296,0.39270174503326416,0.500399649143219,0.27658650279045105,0.1735663115978241,0.1052815243601799,0.37501925230026245
29,0.9687947034835815,0.3937965929508209,0.4998150169849396,0.27787163853645325,0.17909802496433258,0.10537980496883392,0.3750185966491699
30,0.9678505659103394,0.39500126242637634,0.497679740190506,0.28035271167755127,0.18245843052864075,0.1067446619272232,0.37501800060272217
31,0.9674715995788574,0.3958815932273865,0.49872350692749023,0.2830904424190521,0.1839563101530075,0.10757392644882202,0.3750174343585968
32,0.9675542712211609,0.3970557749271393,0.5019925832748413,0.2850193977355957,0.184674933552742,0.10749669373035431,0.37502753734588623
33,0.967841625213623,0.39809393882751465,0.5027409791946411,0.28762227296829224,0.18800875544548035,0.10615545511245728,0.37502673268318176
34,0.968094527721405,0.3993232250213623,0.50429767370224,0.29045215249061584,0.190621480345726,0.10486802458763123,0.37502598762512207
35,0.9687325954437256,0.39936184883117676,0.5083512663841248,0.2910356819629669,0.1854901909828186,0.10308677703142166,0.37503108382225037
36,0.9686890840530396,0.4005632996559143,0.5099923014640808,0.29295074939727783,0.1886831820011139,0.1029781773686409,0.3750302493572235
37,0.9685857892036438,0.40165022015571594,0.5097178816795349,0.29402661323547363,0.1930449903011322,0.10261242091655731,0.37503156065940857
38,0.9687941074371338,0.3993104100227356,0.5038065910339355,0.2931740880012512,0.18811441957950592,0.10173586010932922,0.3750307261943817
39,0.9679118990898132,0.39869752526283264,0.4970680773258209,0.29265326261520386,0.19104953110218048,0.10344566404819489,0.375029981136322
40,0.9683701992034912,0.39940521121025085,0.5008648633956909,0.2925795018672943,0.19172403216362,0.10250987112522125,0.3750375807285309
41,0.9682326316833496,0.3998337388038635,0.5010961890220642,0.2936743497848511,0.19089919328689575,0.1027669757604599,0.37503668665885925
42,0.9687180519104004,0.39955148100852966,0.5009565353393555,0.29520368576049805,0.19051414728164673,0.10113639384508133,0.3750358521938324
43,0.9688320159912109,0.3997393846511841,0.5026215314865112,0.29449188709259033,0.19117869436740875,0.10133611410856247,0.37503501772880554
44,0.96886146068573,0.40077492594718933,0.5037275552749634,0.296610027551651,0.19347207248210907,0.1008380651473999,0.37503424286842346
45,0.9681650400161743,0.4001728594303131,0.5034030079841614,0.29016199707984924,0.1931198090314865,0.10300249606370926,0.37503349781036377
46,0.9681457281112671,0.40098392963409424,0.5030980110168457,0.291443794965744,0.19600756466388702,0.10243488103151321,0.3750387132167816
47,0.9686572551727295,0.40049508213996887,0.5037893056869507,0.2919847071170807,0.19537685811519623,0.10091399401426315,0.37503793835639954
48,0.9686262011528015,0.4001835882663727,0.5035315752029419,0.2860258221626282,0.197755366563797,0.10070286691188812,0.37503716349601746
49,0.969002366065979,0.40057575702667236,0.5047951340675354,0.2877849042415619,0.19916771352291107,0.09943635761737823,0.37503641843795776
50,0.9694002270698547,0.3992862403392792,0.5063182711601257,0.28457698225975037,0.19577553868293762,0.09831388294696808,0.37503567337989807
51,0.969712495803833,0.39854270219802856,0.5005831122398376,0.2860566973686218,0.1961778849363327,0.09707871824502945,0.37503501772880554
52,0.9694504737854004,0.39908847212791443,0.4975259304046631,0.2878725528717041,0.19921669363975525,0.09680716693401337,0.3750343322753906
53,0.9698237776756287,0.39851316809654236,0.4990698993206024,0.28693661093711853,0.19580239057540894,0.09594698250293732,0.3750337064266205
54,0.9692724347114563,0.39756810665130615,0.4968416392803192,0.2817229926586151,0.19487231969833374,0.09865286201238632,0.3750338554382324
55,0.969546377658844,0.39779695868492126,0.49918174743652344,0.28120264410972595,0.19578823447227478,0.09813437610864639,0.37503325939178467
56,0.9692066311836243,0.3983878195285797,0.5004088282585144,0.2819126546382904,0.19630159437656403,0.09911152720451355,0.3750346004962921
57,0.9696010947227478,0.3973561227321625,0.501516580581665,0.279835045337677,0.1929170787334442,0.09805603325366974,0.375033974647522
58,0.9695917367935181,0.3979949951171875,0.5023595690727234,0.2818044126033783,0.193392813205719,0.09782908111810684,0.3750334084033966
59,0.9696911573410034,0.3988698124885559,0.5033257603645325,0.2834997773170471,0.19517917931079865,0.09726475924253464,0.37503284215927124
epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,mean_io_u
0,0.9638004302978516,0.3613964915275574,0.45306137204170227,0.2121928632259369,0.1559428721666336,0.12474267929792404,0.37524092197418213
0,0.9839076995849609,0.5246002674102783,0.6815857887268066,0.6789399981498718,0.318766325712204,0.04842880368232727,0.3753001093864441
1,0.9805116653442383,0.5300658345222473,0.6854392290115356,0.7786209583282471,0.21433694660663605,0.05612622946500778,0.37655970454216003
2,0.9804876446723938,0.47834834456443787,0.6499832272529602,0.7151277661323547,0.1428913027048111,0.05476297810673714,0.37700343132019043
3,0.9815394878387451,0.49410688877105713,0.6814850568771362,0.695149302482605,0.18912144005298615,0.053192365914583206,0.3772886097431183
4,0.9827618598937988,0.5158558487892151,0.7225476503372192,0.7168036699295044,0.2051953375339508,0.05200657248497009,0.3774479329586029
5,0.9778996109962463,0.5065226554870605,0.7214052081108093,0.6648962497711182,0.18491686880588531,0.06426165252923965,0.3775608241558075
6,0.9785709381103516,0.5136610269546509,0.7308036088943481,0.6889411807060242,0.17810602486133575,0.06545936316251755,0.3776661157608032
7,0.9782723188400269,0.48752686381340027,0.659761905670166,0.6425443291664124,0.15584276616573334,0.06717164069414139,0.37747272849082947
8,0.97654128074646,0.4900458753108978,0.6292071342468262,0.6470205187797546,0.18054310977458954,0.06950616091489792,0.3775269687175751
9,0.9773508310317993,0.47749608755111694,0.6323925256729126,0.6044349670410156,0.16253545880317688,0.06731349229812622,0.3775745630264282
10,0.9775210022926331,0.4875176250934601,0.6486833095550537,0.6226205825805664,0.17295004427433014,0.06697269529104233,0.37739652395248413
11,0.9776471257209778,0.4758460819721222,0.6376094222068787,0.6011795401573181,0.16290728747844696,0.0657229796051979,0.3772728145122528
12,0.9758771657943726,0.4687381088733673,0.6279627680778503,0.5549349188804626,0.17156267166137695,0.06900615245103836,0.37734612822532654
13,0.9758792519569397,0.4783004820346832,0.6420083045959473,0.5760849118232727,0.178192138671875,0.0692288801074028,0.37741658091545105
14,0.9769322872161865,0.4795713722705841,0.6396358013153076,0.5910218358039856,0.18256545066833496,0.06673978269100189,0.3773118555545807
15,0.9765744209289551,0.4844386577606201,0.6472762823104858,0.5900636315345764,0.19983376562595367,0.06635192036628723,0.3773781359195709
16,0.9758351445198059,0.4855601489543915,0.6354464888572693,0.5965893268585205,0.20787003636360168,0.06893327087163925,0.3774028718471527
17,0.976736307144165,0.48327910900115967,0.6427375078201294,0.5981676578521729,0.19698959589004517,0.06731954216957092,0.3773109018802643
18,0.9772740602493286,0.48671290278434753,0.648132860660553,0.6097357869148254,0.20361332595348358,0.06617338955402374,0.377248615026474
19,0.9771235585212708,0.4900769293308258,0.655505359172821,0.6131244897842407,0.20753780007362366,0.06708020716905594,0.37729576230049133
20,0.977141797542572,0.4912787079811096,0.6626044511795044,0.6073715686798096,0.20736724138259888,0.06734075397253036,0.3773319125175476
21,0.9777783751487732,0.4931185841560364,0.6704843640327454,0.6096420288085938,0.20837907493114471,0.06635381281375885,0.37735438346862793
22,0.9781986474990845,0.49360892176628113,0.6675813794136047,0.6155504584312439,0.21163976192474365,0.06523057818412781,0.3773701786994934
23,0.9784791469573975,0.4939042627811432,0.6570371985435486,0.6262381672859192,0.21641264855861664,0.06446767598390579,0.37734255194664
24,0.9782527089118958,0.488092839717865,0.6486274003982544,0.617104709148407,0.2077999711036682,0.06453769654035568,0.3772870600223541
25,0.9777233600616455,0.4849415421485901,0.6490957736968994,0.6052474975585938,0.2027476727962494,0.06587938964366913,0.3772898316383362
26,0.977515697479248,0.48723509907722473,0.6429438591003418,0.6112567186355591,0.21069756150245667,0.0657564103603363,0.3773154020309448
27,0.9777609705924988,0.48704782128334045,0.6456041932106018,0.6089638471603394,0.21441002190113068,0.06515171378850937,0.37735220789909363
28,0.9774714112281799,0.4811680018901825,0.632075846195221,0.5882774591445923,0.2187671661376953,0.0654221847653389,0.37730440497398376
29,0.9778356552124023,0.4841219186782837,0.6393343210220337,0.5916529297828674,0.2212752252817154,0.06469585746526718,0.37734630703926086
30,0.9779856204986572,0.48876169323921204,0.6459583044052124,0.6003932952880859,0.22665631771087646,0.06437747180461884,0.37736937403678894
31,0.9768787026405334,0.4855946898460388,0.6451753377914429,0.5816310048103333,0.22377780079841614,0.06791742146015167,0.3773770332336426
