epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u
39,0.9792535901069641,0.5438358783721924,0.6844633221626282,0.569929838180542,0.3942268490791321,0.05395368114113808,1e-06,0.6291794180870056,0.9741047620773315,0.4958067834377289,0.6476074457168579,0.49447694420814514,0.3311682343482971,0.08213906735181808,0.48199546337127686
40,0.9793331623077393,0.5448310971260071,0.6861913204193115,0.5725955963134766,0.39466390013694763,0.0537075437605381,1e-06,0.6283528208732605,0.9741607904434204,0.49656057357788086,0.6483761072158813,0.4951406419277191,0.33179938793182373,0.0819975808262825,0.48384153842926025
41,0.9793431162834167,0.544905960559845,0.686165452003479,0.5724577903747559,0.3949100971221924,0.05371463671326637,1e-06,0.6298671364784241,0.9741610288619995,0.4968644082546234,0.64826899766922,0.494880735874176,0.33144611120224,0.08210797607898712,0.48617199063301086
42,0.9792785048484802,0.5452674627304077,0.6859158873558044,0.5718329548835754,0.39557597041130066,0.05368123948574066,1e-06,0.6304066777229309,0.9741207361221313,0.49687010049819946,0.6479049921035767,0.4951838552951813,0.3314824104309082,0.08223284035921097,0.4853281080722809
43,0.9793602824211121,0.5457499623298645,0.6864920854568481,0.5743814706802368,0.39563000202178955,0.053617991507053375,1e-06,0.6305509805679321,0.9741484522819519,0.49741077423095703,0.6485597491264343,0.49527183175086975,0.3315034508705139,0.08217505365610123,0.4874686598777771
44,0.9794328808784485,0.5465576648712158,0.6871822476387024,0.5755242705345154,0.3960529565811157,0.053456153720617294,1e-06,0.6325249671936035,0.974139392375946,0.4976084232330322,0.6485598683357239,0.49549365043640137,0.3317672610282898,0.08228722214698792,0.4889044165611267
45,0.9794342517852783,0.5465964674949646,0.6872773766517639,0.5749754905700684,0.39727500081062317,0.05347643420100212,1e-06,0.6319806575775146,0.9741312265396118,0.4977232813835144,0.6488304138183594,0.49565497040748596,0.3318156599998474,0.0822303295135498,0.4875759780406952
46,0.9794578552246094,0.5471575856208801,0.6874112486839294,0.5762192010879517,0.39774107933044434,0.05332339182496071,1e-06,0.6326488852500916,0.9740650057792664,0.4977720379829407,0.648798942565918,0.49625062942504883,0.3319806158542633,0.08237877488136292,0.4880197048187256
47,0.9795046448707581,0.5475906133651733,0.6882243156433105,0.5773218870162964,0.397743821144104,0.05325986072421074,1e-06,0.631472647190094,0.9740551114082336,0.4979791045188904,0.6487585306167603,0.4962787628173828,0.33192843198776245,0.08250303566455841,0.4895346760749817
48,0.9795228838920593,0.5485915541648865,0.6888826489448547,0.5785686373710632,0.39979779720306396,0.05311812832951546,1e-06,0.6329374313354492,0.9740193486213684,0.49817413091659546,0.6490801572799683,0.497200071811676,0.33216243982315063,0.08247749507427216,0.4887898564338684
49,0.9794682860374451,0.5480193495750427,0.6880561709403992,0.578360378742218,0.39813342690467834,0.05328960344195366,1e-06,0.632887601852417,0.9740375280380249,0.4985635280609131,0.6493321657180786,0.4975767731666565,0.3323931097984314,0.08246630430221558,0.49020785093307495
50,0.9795559644699097,0.548933207988739,0.6895418763160706,0.5799190998077393,0.3997606933116913,0.053106654435396194,1e-06,0.6338406801223755,0.974030613899231,0.49858102202415466,0.6491125822067261,0.4959442615509033,0.33128732442855835,0.08269582688808441,0.4924178421497345
51,0.9796114563941956,0.5491349697113037,0.6898831725120544,0.5795425176620483,0.3995186984539032,0.053026147186756134,1e-06,0.6351029276847839,0.9740298390388489,0.4989381432533264,0.6492644548416138,0.4966127276420593,0.33183753490448,0.08268877863883972,0.4937264323234558
52,0.9795787334442139,0.5496672987937927,0.6898440718650818,0.5795063376426697,0.4005332887172699,0.052951522171497345,1e-06,0.636093258857727,0.9740772247314453,0.49941977858543396,0.6497160196304321,0.4975093901157379,0.33259114623069763,0.08252536505460739,0.49431800842285156
53,0.9795494079589844,0.5492380857467651,0.6887550950050354,0.5801739692687988,0.3993455469608307,0.05320461094379425,1e-06,0.6352857351303101,0.9740893244743347,0.49951523542404175,0.6498414874076843,0.4978945851325989,0.33271855115890503,0.08245722949504852,0.49331068992614746
54,0.979642391204834,0.5501034259796143,0.6907702088356018,0.5807738900184631,0.4004574120044708,0.05285162478685379,1e-06,0.6341423988342285,0.9740473628044128,0.49955788254737854,0.6498798131942749,0.4976285398006439,0.3321395516395569,0.0826416090130806,0.4933221936225891
55,0.9796674847602844,0.5505750179290771,0.6905343532562256,0.5817455053329468,0.40133675932884216,0.05277490243315697,1e-06,0.6354091763496399,0.9741083979606628,0.4999316334724426,0.6505205631256104,0.4968265891075134,0.3315407931804657,0.08253635466098785,0.4947127401828766
56,0.9796643257141113,0.5510371327400208,0.691467821598053,0.582688570022583,0.40165209770202637,0.05281543731689453,1e-06,0.6362134218215942,0.9740598797798157,0.5000313520431519,0.6501613855361938,0.4981536865234375,0.3320244550704956,0.0826607346534729,0.49553215503692627
57,0.9797401428222656,0.5514061450958252,0.6910399794578552,0.5825048685073853,0.4028199017047882,0.05256955325603485,1e-06,0.6361442804336548,0.9739809036254883,0.4999157786369324,0.6502745747566223,0.49810466170310974,0.3316609263420105,0.08275912702083588,0.4938559830188751
58,0.9797306656837463,0.551868200302124,0.6921722888946533,0.5848057270050049,0.4028649926185608,0.05260521546006203,1e-06,0.63604336977005,0.9740220904350281,0.5004218220710754,0.6506549715995789,0.4981756806373596,0.33177897334098816,0.0827474296092987,0.496438592672348
59,0.9797578454017639,0.551980197429657,0.6931763291358948,0.5824625492095947,0.40288853645324707,0.05253526568412781,1e-06,0.6367661952972412,0.9739809036254883,0.5006524920463562,0.6508204936981201,0.49945077300071716,0.33246058225631714,0.08280064165592194,0.4969267249107361
60,0.9798287749290466,0.5532095432281494,0.6944329738616943,0.585879385471344,0.4039497673511505,0.0522414930164814,1e-06,0.6384680867195129,0.9738863110542297,0.5004466772079468,0.6503190398216248,0.49932384490966797,0.3320693075656891,0.08305925875902176,0.49727970361709595
61,0.9797448515892029,0.5527066588401794,0.6923075914382935,0.5854414701461792,0.4040443003177643,0.05261274427175522,1e-06,0.6398465633392334,0.973882794380188,0.5005667805671692,0.6503155827522278,0.49936699867248535,0.3318723142147064,0.08312835544347763,0.4987582266330719
62,0.9798544049263,0.5532786846160889,0.6942040920257568,0.584582507610321,0.40453556180000305,0.052242178469896317,1e-06,0.639272928237915,0.9738976359367371,0.5006532669067383,0.6504114866256714,0.49813342094421387,0.3309793472290039,0.08312369883060455,0.49780765175819397
63,0.9798163771629333,0.5533016324043274,0.6933404803276062,0.5868288278579712,0.40388011932373047,0.05235942825675011,1e-06,0.6375110745429993,0.9739283323287964,0.5010598301887512,0.6509437561035156,0.49875861406326294,0.3315272927284241,0.08305495977401733,0.49843257665634155
64,0.979942262172699,0.5543328523635864,0.6949816942214966,0.587047815322876,0.404842346906662,0.052004262804985046,1e-06,0.6398184895515442,0.9739257097244263,0.5014961957931519,0.6513965725898743,0.49934086203575134,0.3316410183906555,0.08305538445711136,0.4996633231639862
65,0.979889988899231,0.5547646880149841,0.6953749656677246,0.5897592306137085,0.40523552894592285,0.05226082727313042,1e-06,0.6408412456512451,0.9739000201225281,0.501397967338562,0.6508669257164001,0.49940913915634155,0.33169281482696533,0.08332807570695877,0.5018675923347473
66,0.9799498915672302,0.5550274848937988,0.6955108642578125,0.588919997215271,0.4063780605792999,0.05202293395996094,1e-06,0.6412858963012695,0.9739401936531067,0.501682460308075,0.6513932943344116,0.49918875098228455,0.33144181966781616,0.08319314569234848,0.5002060532569885
67,0.9799374938011169,0.5550072193145752,0.695120096206665,0.5887983441352844,0.40556249022483826,0.05214244872331619,1e-06,0.6402038335800171,0.9738219380378723,0.5014967322349548,0.6510273218154907,0.5003100633621216,0.3316698968410492,0.08335800468921661,0.4989388883113861
68,0.9799407124519348,0.5556801557540894,0.6955091953277588,0.5911080837249756,0.40742892026901245,0.051987387239933014,1e-06,0.6400914192199707,0.9738566279411316,0.5017016530036926,0.651334822177887,0.499563068151474,0.33127307891845703,0.08333082497119904,0.499191552400589
69,0.980034351348877,0.5561968088150024,0.6966875195503235,0.5911653637886047,0.40702956914901733,0.05183495581150055,1e-06,0.6375136375427246,0.9738024473190308,0.5017082095146179,0.6513792872428894,0.5004452466964722,0.33134469389915466,0.08335360884666443,0.49704307317733765
70,0.9799802303314209,0.5560401678085327,0.6961571574211121,0.590988278388977,0.40750962495803833,0.05196942761540413,1e-06,0.6390540599822998,0.9739255905151367,0.5025348663330078,0.65185546875,0.5002009868621826,0.33155813813209534,0.0832524448633194,0.50182044506073
71,0.9799856543540955,0.5563104748725891,0.6963593363761902,0.590771496295929,0.4075389504432678,0.051870737224817276,1e-06,0.6412581205368042,0.9737737774848938,0.5023269653320312,0.6516436338424683,0.5012051463127136,0.3319365978240967,0.08351133018732071,0.5004200339317322
72,0.98009192943573,0.557086169719696,0.697724461555481,0.5918964743614197,0.40855515003204346,0.05163310095667839,1e-06,0.6403896808624268,0.9737849235534668,0.5025436878204346,0.6518988609313965,0.5013060569763184,0.3316646218299866,0.08348515629768372,0.5014631748199463
73,0.9800812602043152,0.5573137402534485,0.6979333758354187,0.5924999117851257,0.40820395946502686,0.05171789601445198,1e-06,0.6401878595352173,0.973739743232727,0.5025428533554077,0.6517805457115173,0.5013652443885803,0.3314509391784668,0.0836111456155777,0.501692533493042
74,0.980083167552948,0.5576733946800232,0.6972861289978027,0.594203770160675,0.4092097580432892,0.05168892815709114,1e-06,0.6412936449050903,0.9737136960029602,0.5026717782020569,0.6517627835273743,0.5015426874160767,0.3313785791397095,0.08361291885375977,0.5019652843475342
75,0.9801355004310608,0.5585123300552368,0.6986727118492126,0.5952763557434082,0.4098894000053406,0.051457349210977554,1e-06,0.642554759979248,0.9737401008605957,0.50276118516922,0.6515828371047974,0.500552237033844,0.33081376552581787,0.08384523540735245,0.5046283602714539
76,0.9801788926124573,0.5581815242767334,0.6987031698226929,0.5944345593452454,0.40921705961227417,0.051472242921590805,1e-06,0.6419112682342529,0.973725438117981,0.5030835270881653,0.6521077752113342,0.5014044046401978,0.3312089145183563,0.08376243710517883,0.5038692355155945
77,0.9802309274673462,0.5588026642799377,0.6992100477218628,0.5958168506622314,0.4103463292121887,0.05138266086578369,1e-06,0.6426022052764893,0.973791778087616,0.5034637451171875,0.652275025844574,0.5008276700973511,0.3307817876338959,0.0837399885058403,0.5053918361663818
78,0.9801207780838013,0.5588467121124268,0.6988230347633362,0.5952868461608887,0.40944594144821167,0.051522184163331985,1e-06,0.6410590410232544,0.9737124443054199,0.5032452344894409,0.6523159742355347,0.5018160939216614,0.33106014132499695,0.08384473621845245,0.5033573508262634
79,0.9802157878875732,0.559146523475647,0.6993380784988403,0.5971629619598389,0.41066616773605347,0.05144551768898964,1e-06,0.6417077779769897,0.9737213850021362,0.5035346746444702,0.6523985862731934,0.5013481378555298,0.33046993613243103,0.08387936651706696,0.5060826539993286
80,0.9802284836769104,0.5600026249885559,0.6999427676200867,0.5971397161483765,0.4114483892917633,0.05127011612057686,1e-06,0.6423776149749756,0.9736980199813843,0.5038625001907349,0.6528200507164001,0.5027934908866882,0.3312172293663025,0.08373899757862091,0.5044140219688416
81,0.9802231788635254,0.559914231300354,0.6995466351509094,0.5979191064834595,0.4105035364627838,0.05133603885769844,1e-06,0.6419572830200195,0.9736484289169312,0.5037497282028198,0.652480959892273,0.5025145411491394,0.33079200983047485,0.08397176861763,0.5044698715209961
82,0.9802121520042419,0.5600932240486145,0.6999406218528748,0.5968671441078186,0.41153690218925476,0.051257696002721786,1e-06,0.6426820755004883,0.9736782312393188,0.5037628412246704,0.6524358987808228,0.5012510418891907,0.3297971487045288,0.08412208408117294,0.5061246752738953
83,0.9803329706192017,0.5610576868057251,0.7014185190200806,0.5984049439430237,0.4128483831882477,0.050990547984838486,1e-06,0.6441748142242432,0.973605751991272,0.5039716958999634,0.6526284217834473,0.5031579732894897,0.33087074756622314,0.08409646898508072,0.5049670338630676
84,0.9803673028945923,0.5611975193023682,0.7023236751556396,0.5980189442634583,0.4129401445388794,0.0509575717151165,1e-06,0.6415784955024719,0.9736957550048828,0.5045084357261658,0.6530706882476807,0.5031328797340393,0.3307165205478668,0.08390781283378601,0.5068631172180176
85,0.9803279042243958,0.561562716960907,0.70173180103302,0.5993137955665588,0.41366326808929443,0.050964247435331345,1e-06,0.6434454917907715,0.9735429883003235,0.504230797290802,0.6528586745262146,0.5040613412857056,0.33071181178092957,0.08410204946994781,0.504489541053772
86,0.9803468585014343,0.5618956089019775,0.7017970085144043,0.6004451513290405,0.41394302248954773,0.05088606849312782,1e-06,0.6439962387084961,0.9736155271530151,0.504691481590271,0.6533952355384827,0.5036984086036682,0.3306044936180115,0.08401315659284592,0.5052470564842224
87,0.9803285002708435,0.5622955560684204,0.7023787498474121,0.6005772948265076,0.4140704870223999,0.05095833167433739,1e-06,0.643932044506073,0.9735400080680847,0.5044665336608887,0.6526445746421814,0.503078818321228,0.3300710618495941,0.08441247045993805,0.5060455799102783
88,0.9803569316864014,0.5621291995048523,0.702492892742157,0.5992385745048523,0.41328707337379456,0.05089800804853439,1e-06,0.6434171795845032,0.9734886884689331,0.504196047782898,0.6528580188751221,0.5031720399856567,0.329712450504303,0.08434318006038666,0.5020298361778259
89,0.9803556799888611,0.5622057318687439,0.7023684978485107,0.6016168594360352,0.4130783975124359,0.05103737860918045,1e-06,0.6406382322311401,0.9735065698623657,0.5044100284576416,0.6530905961990356,0.5029128789901733,0.3293115496635437,0.08436550199985504,0.5022975206375122
90,0.9804014563560486,0.5626441836357117,0.7025198936462402,0.601045548915863,0.4145706295967102,0.05086591839790344,1e-06,0.641315221786499,0.9735492467880249,0.5049117803573608,0.6533936262130737,0.5040628910064697,0.33013013005256653,0.08420351147651672,0.5033593773841858
91,0.9803899526596069,0.5630123615264893,0.7028573751449585,0.6012470722198486,0.4146675169467926,0.05081041902303696,1e-06,0.6418395042419434,0.9735475778579712,0.5052372813224792,0.6539118885993958,0.5038796067237854,0.3297587037086487,0.08419105410575867,0.5051769614219666
92,0.9804717898368835,0.5636857151985168,0.7034813165664673,0.6029887199401855,0.4150807857513428,0.050658684223890305,1e-06,0.643469512462616,0.9735077619552612,0.5053218603134155,0.6536597013473511,0.5050371289253235,0.3303455710411072,0.08423101156949997,0.5051119327545166
93,0.9804519414901733,0.5637800097465515,0.7044333815574646,0.6028571128845215,0.4153142273426056,0.05076425150036812,1e-06,0.6424328684806824,0.9734941720962524,0.5055681467056274,0.6537712812423706,0.5052753686904907,0.33038824796676636,0.0843050628900528,0.506496787071228
94,0.9804717302322388,0.563865602016449,0.7042917013168335,0.6033002734184265,0.4150443971157074,0.050591807812452316,1e-06,0.6447705030441284,0.9734737277030945,0.5054973363876343,0.6529902815818787,0.5039256811141968,0.32949259877204895,0.08471363037824631,0.5096968412399292
95,0.9805713891983032,0.5649579167366028,0.7051835060119629,0.6049582958221436,0.4170304834842682,0.050407543778419495,1e-06,0.646324872970581,0.9735442996025085,0.5060285329818726,0.6537186503410339,0.5045661330223083,0.32974547147750854,0.08446656167507172,0.5103520750999451
96,0.9805846214294434,0.5651977062225342,0.7058903574943542,0.6058287024497986,0.41650402545928955,0.05045739561319351,1e-06,0.6475744247436523,0.9733745455741882,0.5054305195808411,0.6531756520271301,0.5041412115097046,0.32863515615463257,0.08486444503068924,0.509238600730896
97,0.9805594086647034,0.56520676612854,0.7051380276679993,0.6049982905387878,0.41744303703308105,0.050405196845531464,1e-06,0.64622962474823,0.9734728932380676,0.505949079990387,0.6535781621932983,0.5040412545204163,0.32870200276374817,0.08479517698287964,0.5118670463562012
98,0.9806022644042969,0.5656896829605103,0.705381453037262,0.6052675247192383,0.4177394509315491,0.05025916174054146,1e-06,0.6469693183898926,0.9733923077583313,0.5058250427246094,0.6537570953369141,0.50416499376297,0.3281280994415283,0.08483964949846268,0.5098237991333008
99,0.9806013703346252,0.5657860040664673,0.706394374370575,0.6057837605476379,0.41798636317253113,0.05037546157836914,1e-06,0.6459777355194092,0.973415732383728,0.5062557458877563,0.6541672945022583,0.505344033241272,0.32913070917129517,0.08469658344984055,0.5110567212104797
